time,Qin,Qout_meas,Tair,Twater,Tsubsoil,pHwater,pHsubsoil,Condwater,DO_mgL,Bromide_Coutmeas,RainRate,WindSpeed,RH,fvalveopen,6PPD_Cout,6PPD-Q_Cout,CBZ_Cout,BTZ_Cout,SFX_Cout,FIP_Cout,HMMM_Cout,CAFF_Cout,Bromide_Min
7.5,5.721244675594792e-05,5.721244675594792e-05,22.382631301297387,22.382631301297387,22.382631301297387,6.7141827956569236,6.7141827956569236,1086.7391609508197,6.146649508256417,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,5.702499372449519e-05,5.702499372449519e-05,22.361719470710135,22.361719470710135,22.361719470710135,6.72649234106511,6.72649234106511,1081.118958496487,6.1439262258802305,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,5.683747539991926e-05,5.683747539991926e-05,22.34084928354666,22.34084928354666,22.34084928354666,6.738797517718497,6.738797517718497,1075.5013868873227,6.141223824074357,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,5.664991591023918e-05,5.664991591023918e-05,22.320022660352496,22.320022660352496,22.320022660352496,6.751096877622905,6.751096877622905,1069.8869724456592,6.138542309327527,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,5.6462339383474e-05,5.6462339383474e-05,22.29924152167317,22.29924152167317,22.29924152167317,6.763388972784154,6.763388972784154,1064.2762414938293,6.135881688128472,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,5.627476994764277e-05,5.627476994764277e-05,22.278507788054213,22.278507788054213,22.278507788054213,6.775672355208067,6.775672355208067,1058.6697203541648,6.1332419669659215,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,5.608723173076454e-05,5.608723173076454e-05,22.257823380041152,22.257823380041152,22.257823380041152,6.787945576900464,6.787945576900464,1053.0679353489984,6.1306231523286066,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,5.589974886085837e-05,5.589974886085837e-05,22.237190218179517,22.237190218179517,22.237190218179517,6.800207189867165,6.800207189867165,1047.4714128006626,6.1280252507052575,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,5.5712345465943305e-05,5.5712345465943305e-05,22.21661022301484,22.21661022301484,22.21661022301484,6.812455746113992,6.812455746113992,1041.8806790314895,6.125448268584606,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,5.552504567403839e-05,5.552504567403839e-05,22.19608531509265,22.19608531509265,22.19608531509265,6.824689797646765,6.824689797646765,1036.2962603638116,6.122892212455382,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,5.533787361316269e-05,5.533787361316269e-05,22.17561741495847,22.17561741495847,22.17561741495847,6.836907896471304,6.836907896471304,1030.7186831199613,6.1203570888063155,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
