time,Qin,Qout_meas,Tair,Twater,Tsubsoil,pHwater,pHsubsoil,Condwater,DO_mgL,Bromide_Coutmeas,RainRate,WindSpeed,RH,fvalveopen,6PPD_Cout,6PPD_Cin,6PPD-Q_Cout,6PPD-Q_Cin,CBZ_Cout,CBZ_Cin,BTZ_Cout,BTZ_Cin,SFX_Cout,SFX_Cin,FIP_Cout,FIP_Cin,HMMM_Cout,HMMM_Cin,CAFF_Cout,CAFF_Cin,Bromide_Min
0.0,6e-05,6e-05,22.2,22.2,22.2,6.93,6.93,1062.0,5.52,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,5.992928080851906e-05,5.992928080851906e-05,22.182701804492385,22.182701804492385,22.182701804492385,6.942694681788575,6.942694681788575,1053.3011309935018,5.546894029414548,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.9858397043167294e-05,5.9858397043167294e-05,22.165420969667288,22.165420969667288,22.165420969667288,6.955398740315751,6.955398740315751,1044.5858988053283,5.573815570716794,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,5.9787357998693924e-05,5.9787357998693924e-05,22.14815895698765,22.14815895698765,22.14815895698765,6.968110791321287,6.968110791321287,1035.8553455190795,5.600762031613731,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.971617296984814e-05,5.971617296984814e-05,22.13091722791644,22.13091722791644,22.13091722791644,6.980829450544948,6.980829450544948,1027.1105132183552,5.627730819812361,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,5.964485125137914e-05,5.964485125137914e-05,22.11369724391661,22.11369724391661,22.11369724391661,6.993553333726492,6.993553333726492,1018.3524439867551,5.654719343019679,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,5.957340213803612e-05,5.957340213803612e-05,22.096500466451122,22.096500466451122,22.096500466451122,7.006281056605683,7.006281056605683,1009.5821799078788,5.681725008942688,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,5.950183492456828e-05,5.950183492456828e-05,22.079328356982934,22.079328356982934,22.079328356982934,7.019011234922282,7.019011234922282,1000.8007630653259,5.708745225288381,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5.943015890572482e-05,5.943015890572482e-05,22.062182376975,22.062182376975,22.062182376975,7.031742484416052,7.031742484416052,992.0092355426964,5.735777399763758,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,5.9358383376254926e-05,5.9358383376254926e-05,22.04506398789028,22.04506398789028,22.04506398789028,7.044473420826752,7.044473420826752,983.2086394235897,5.762818940075817,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.928651763090781e-05,5.928651763090781e-05,22.027974651191737,22.027974651191737,22.027974651191737,7.057202659894147,7.057202659894147,974.4000167916058,5.7898672539315585,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,5.921457096443266e-05,5.921457096443266e-05,22.01091582834232,22.01091582834232,22.01091582834232,7.0699288173579955,7.0699288173579955,965.5844097303444,5.816919749037975,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,5.914255267157868e-05,5.914255267157868e-05,21.99388898080499,21.99388898080499,21.99388898080499,7.082650508958063,7.082650508958063,956.7628603234051,5.843973833102071,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,5.907047204709506e-05,5.907047204709506e-05,21.976895570042704,21.976895570042704,21.976895570042704,7.095366350434108,7.095366350434108,947.9364106543877,5.87102691383084,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,5.8998338385730996e-05,5.8998338385730996e-05,21.959937057518424,21.959937057518424,21.959937057518424,7.1080749575258935,7.1080749575258935,939.106102806892,5.898076398931282,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,5.89261609822357e-05,5.89261609822357e-05,21.9430149046951,21.9430149046951,21.9430149046951,7.120774945973181,7.120774945973181,930.2729788645174,5.925119696110395,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,5.885394913135836e-05,5.885394913135836e-05,21.926130573035703,21.926130573035703,21.926130573035703,7.133464931515733,7.133464931515733,921.438080910864,5.952154213075176,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,5.878171212784817e-05,5.878171212784817e-05,21.909285524003177,21.909285524003177,21.909285524003177,7.146143529893309,7.146143529893309,912.6024510295313,5.979177357532626,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,5.870945926645433e-05,5.870945926645433e-05,21.89248121906049,21.89248121906049,21.89248121906049,7.158809356845674,7.158809356845674,903.7671313041191,6.0061865371897385,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,5.863719984192605e-05,5.863719984192605e-05,21.875719119670592,21.875719119670592,21.875719119670592,7.171461028112588,7.171461028112588,894.933163818227,6.033179159753516,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,5.8564943149012506e-05,5.8564943149012506e-05,21.859000687296444,21.859000687296444,21.859000687296444,7.184097159433812,7.184097159433812,886.101590655455,6.060152632930953,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,5.8492698482462904e-05,5.8492698482462904e-05,21.842327383401006,21.842327383401006,21.842327383401006,7.19671636654911,7.19671636654911,877.2734538994025,6.087104364429051,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,5.8420475137026464e-05,5.8420475137026464e-05,21.825700669447233,21.825700669447233,21.825700669447233,7.209317265198241,7.209317265198241,868.4497956336694,6.114031761954806,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,5.834828240745235e-05,5.834828240745235e-05,21.80912200689809,21.80912200689809,21.80912200689809,7.221898471120968,7.221898471120968,859.6316579418556,6.140932233215216,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,5.827612958848977e-05,5.827612958848977e-05,21.792592857216523,21.792592857216523,21.792592857216523,7.234458600057054,7.234458600057054,850.8200829075604,6.167803185917279,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,5.820402597488793e-05,5.820402597488793e-05,21.776114681865497,21.776114681865497,21.776114681865497,7.246996267746258,7.246996267746258,842.0161126143837,6.194642027767996,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,5.813198086139603e-05,5.813198086139603e-05,21.759688942307967,21.759688942307967,21.759688942307967,7.2595100899283445,7.2595100899283445,833.2207891459253,6.221446166474362,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,5.806000354276325e-05,5.806000354276325e-05,21.743317100006895,21.743317100006895,21.743317100006895,7.271998682343073,7.271998682343073,824.435154585785,6.248213009743376,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,5.7988103313738804e-05,5.7988103313738804e-05,21.727000616425237,21.727000616425237,21.727000616425237,7.2844606607302085,7.2844606607302085,815.6602510175622,6.274939965282035,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,5.791628946907188e-05,5.791628946907188e-05,21.71074095302595,21.71074095302595,21.71074095302595,7.296894640829509,7.296894640829509,806.8971205248572,6.301624440797339,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,5.7844571303511684e-05,5.7844571303511684e-05,21.694539571271992,21.694539571271992,21.694539571271992,7.309299238380737,7.309299238380737,798.146805191269,6.328263843996284,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,5.77729581118074e-05,5.77729581118074e-05,21.678397932626325,21.678397932626325,21.678397932626325,7.321673069123656,7.321673069123656,789.4103471003978,6.354855582585872,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,5.770145918870824e-05,5.770145918870824e-05,21.662317498551896,21.662317498551896,21.662317498551896,7.334014748798026,7.334014748798026,780.6887883358431,6.381397064273097,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,5.76300838289634e-05,5.76300838289634e-05,21.64629973051167,21.64629973051167,21.64629973051167,7.3463228931436095,7.3463228931436095,771.9831709812047,6.407885696764958,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.7558841327322066e-05,5.7558841327322066e-05,21.630346089968608,21.630346089968608,21.630346089968608,7.358596117900168,7.358596117900168,763.2945371200825,6.434318887768454,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,5.748774097853345e-05,5.748774097853345e-05,21.614458038385667,21.614458038385667,21.614458038385667,7.370833038807464,7.370833038807464,754.623928836076,6.460694044990583,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,5.741679207734674e-05,5.741679207734674e-05,21.598637037225796,21.598637037225796,21.598637037225796,7.38303227160526,7.38303227160526,745.9723882127847,6.487008576138344,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,5.734600391851113e-05,5.734600391851113e-05,21.58288454795196,21.58288454795196,21.58288454795196,7.395192432033315,7.395192432033315,737.3409573338089,6.513259888918731,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,5.727538579677583e-05,5.727538579677583e-05,21.56720203202712,21.56720203202712,21.56720203202712,7.4073121358313925,7.4073121358313925,728.7306782827479,6.539445391038747,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,5.720494700689003e-05,5.720494700689003e-05,21.551590950914225,21.551590950914225,21.551590950914225,7.419389998739254,7.419389998739254,720.1425931432016,6.565562490205388,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.713469684360293e-05,5.713469684360293e-05,21.536052766076242,21.536052766076242,21.536052766076242,7.4314246364966605,7.4314246364966605,711.5777439987697,6.591608594125652,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,5.706464460166373e-05,5.706464460166373e-05,21.520588938976125,21.520588938976125,21.520588938976125,7.443414664843375,7.443414664843375,703.0371729330519,6.617581110506538,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,5.699479957582162e-05,5.699479957582162e-05,21.50520093107683,21.50520093107683,21.50520093107683,7.455358699519158,7.455358699519158,694.5219220296477,6.6434774470550435,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,5.692517106082579e-05,5.692517106082579e-05,21.489890203841316,21.489890203841316,21.489890203841316,7.467255356263773,7.467255356263773,686.0330333721572,6.669295011478165,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,5.685576835142547e-05,5.685576835142547e-05,21.474658218732543,21.474658218732543,21.474658218732543,7.47910325081698,7.47910325081698,677.5715490441798,6.695031211482903,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,5.6786600742369825e-05,5.6786600742369825e-05,21.459506437213463,21.459506437213463,21.459506437213463,7.490900998918541,7.490900998918541,669.1385111293156,6.720683454776256,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,5.6717677528408065e-05,5.6717677528408065e-05,21.44443632074704,21.44443632074704,21.44443632074704,7.502647216308218,7.502647216308218,660.734961711164,6.74624914906522,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,5.6649008004289396e-05,5.6649008004289396e-05,21.429449330796235,21.429449330796235,21.429449330796235,7.514340518725773,7.514340518725773,652.3619428733248,6.771725702056793,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,5.6580601464763e-05,5.6580601464763e-05,21.414546928824,21.414546928824,21.414546928824,7.525979521910968,7.525979521910968,644.0204966993977,6.797110521457975,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,5.651246720457808e-05,5.651246720457808e-05,21.399730576293287,21.399730576293287,21.399730576293287,7.537562841603563,7.537562841603563,635.7116652729826,6.822401014975762,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,5.644461451848384e-05,5.644461451848384e-05,21.385001734667068,21.385001734667068,21.385001734667068,7.549089093543323,7.549089093543323,627.4364906776789,6.847594590317154,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,5.637705270122947e-05,5.637705270122947e-05,21.370361865408288,21.370361865408288,21.370361865408288,7.5605568934700065,7.5605568934700065,619.1960149970865,6.872688655189149,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,5.6309791047564176e-05,5.6309791047564176e-05,21.35581242997991,21.35581242997991,21.35581242997991,7.571964857123378,7.571964857123378,610.9912803148052,6.897680617298745,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,5.624283885223714e-05,5.624283885223714e-05,21.341354889844894,21.341354889844894,21.341354889844894,7.583311600243197,7.583311600243197,602.8233287144346,6.9225678843529375,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,5.617620540999757e-05,5.617620540999757e-05,21.326990706466194,21.326990706466194,21.326990706466194,7.594595738569225,7.594595738569225,594.6932022795745,6.947347864058727,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,5.6109900015594666e-05,5.6109900015594666e-05,21.31272134130677,21.31272134130677,21.31272134130677,7.605815887841225,7.605815887841225,586.6019430938247,6.972017964123112,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,5.604393196377762e-05,5.604393196377762e-05,21.298548255829584,21.298548255829584,21.298548255829584,7.61697066379896,7.61697066379896,578.5505932407846,6.99657559225309,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,5.597831054929564e-05,5.597831054929564e-05,21.284472911497584,21.284472911497584,21.284472911497584,7.628058682182188,7.628058682182188,570.5401948040543,7.021018156155659,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,5.591304506689791e-05,5.591304506689791e-05,21.27049676977374,21.27049676977374,21.27049676977374,7.639078558730675,7.639078558730675,562.5717898672333,7.045343063537817,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.5,5.584814481133363e-05,5.584814481133363e-05,21.256621292120997,21.256621292120997,21.256621292120997,7.650028909184181,7.650028909184181,554.6464205139214,7.06954772210656,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5.578361907735201e-05,5.578361907735201e-05,21.24284794000232,21.24284794000232,21.24284794000232,7.660908349282466,7.660908349282466,546.7651288277182,7.093629539568891,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.5,5.571947715970223e-05,5.571947715970223e-05,21.229178174880666,21.229178174880666,21.229178174880666,7.6717154947652935,7.6717154947652935,538.9289568922236,7.117585923631805,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,5.5655728353133504e-05,5.5655728353133504e-05,21.215613458218993,21.215613458218993,21.215613458218993,7.682448961372425,7.682448961372425,531.1389467910373,7.141414282002299,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,5.559238195239502e-05,5.559238195239502e-05,21.202155251480264,21.202155251480264,21.202155251480264,7.693107364843622,7.693107364843622,523.3961406077589,7.165112022387373,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,5.5529447252235975e-05,5.5529447252235975e-05,21.188805016127425,21.188805016127425,21.188805016127425,7.703689320918646,7.703689320918646,515.7015804259881,7.188676552494026,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,5.5466933547405565e-05,5.5466933547405565e-05,21.175564213623442,21.175564213623442,21.175564213623442,7.714193445337259,7.714193445337259,508.0563083293248,7.212105280029254,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,5.5404850132652995e-05,5.5404850132652995e-05,21.162434305431272,21.162434305431272,21.162434305431272,7.724618353839225,7.724618353839225,500.46136640136854,7.235395612700055,0.0,0,0,74,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
